name	n_hab_planets	n_stars	n_planets	discovery_method	temperature	metalicity	radius	period	declination	eccentricity	
HR_810	1	1	1	RV	373.3	None	None	320.1	-50 48 12	0.161	
HR_8799	0	1	4	imaging	None	None	1.1	164250	+21 08 03	0.0	
HR_8799	0	1	4	imaging	None	None	1.3	82145	+21 08 03	0.0	
HR_8799	0	1	4	imaging	None	None	1.2	41054	+21 08 03	0.1	
HR_8799	0	1	4	imaging	104.0	None	None	18000	+21 08 03	None	
HU_Aqr(AB)	0	1	1	timing	101.9	None	None	5646	-05 17 41	0.29	
HW_Vir	0	3	1	timing	None	None	None	4640	-08 40 16.8338	0.4	
Kappa_Andromedae	0	1	1	imaging	2040	None	None	None	+44 20 02	None	
kappa_CrB	1	1	1	RV	302.6	None	None	1191	+35 39 27	0.19	
Kapteyn	1	1	2	RV	None	None	None	48.616	-45 01 06.2899	0.21	
Kapteyn	1	1	2	RV	None	None	None	121.54	-45 01 06.2899	0.23	
KELT-2A	0	1	1	transit	1565.7	None	1.306	4.1137914	+30 57 26	0.185	
KELT-3	0	1	1	transit	1667.7	None	1.358	2.703390	+40 23 16.981	0	
KELT-6	0	1	1	transit	1313	None	1.193	7.845631	+30 38 24	0.22	
KELT-7	0	1	1	transit	2048	None	1.533	2.7347749	+33 19 05.40	None	
Kepler-100	0	1	3	transit	None	None	0.200487	12.8159	+41 59 24	None	
Kepler-100	0	1	3	transit	None	None	0.120292	6.88705	+41 59 24	None	
Kepler-100	0	1	3	transit	None	None	0.146720	35.3331	+41 59 24	None	
Kepler-101	0	1	2	transit	None	None	0.515	3.4876812	+48 21 18.84	0.086	
Kepler-101	0	1	2	transit	None	None	0.112	6.029760	+48 21 18.84	None	
Kepler-102	0	1	5	transit	None	None	0.202309	16.1457	+47 12 28	None	
Kepler-102	0	1	5	transit	None	None	0.107534	10.3117	+47 12 28	None	
Kepler-102	0	1	5	transit	None	None	0.080195	27.4536	+47 12 28	None	
Kepler-102	0	1	5	transit	None	None	0.052856	7.07142	+47 12 28	None	
Kepler-102	0	1	5	transit	None	None	0.042831	5.28696	+47 12 28	None	
Kepler-103	0	1	2	transit	None	None	0.307109	15.9654	+40 03 52	None	
Kepler-103	0	1	2	transit	None	None	0.468410	179.612	+40 03 52	None	
Kepler-104	0	1	3	transit	None	None	0.28250	11.427548	+42 10 00	None	
Kepler-104	0	1	3	transit	None	None	0.28524	23.668205	+42 10 00	None	
Kepler-104	0	1	3	transit	None	None	0.32625	51.755394	+42 10 00	None	
Kepler-105	0	1	2	transit	None	None	0.25972	5.412200	+46 16 34	None	
Kepler-105	0	1	2	transit	None	None	0.14672	7.125939	+46 16 34	None	
Kepler-106	0	1	4	transit	None	None	0.227826	13.5708	+44 20 15	None	
Kepler-106	0	1	4	transit	None	None	0.233294	43.8445	+44 20 15	None	
Kepler-106	0	1	4	transit	None	None	0.074727	6.16486	+44 20 15	None	
Kepler-106	0	1	4	transit	None	None	0.086574	23.9802	+44 20 15	None	
Kepler-107	0	1	4	transit	None	None	0.31440	14.749049	+48 12 30	None	
Kepler-107	0	1	4	transit	None	None	0.16495	4.901425	+48 12 30	None	
Kepler-107	0	1	4	transit	None	None	0.14216	3.179997	+48 12 30	None	
Kepler-107	0	1	4	transit	None	None	0.09751	7.958203	+48 12 30	None	
Kepler-108	1	1	2	transit	None	None	0.78828	49.183921	+46 03 44	None	
Kepler-108	1	1	2	transit	None	None	0.74545	190.323494	+46 03 44	None	
Kepler-109	0	1	2	transit	None	None	0.215979	6.48163	+40 17 05.66	None	
Kepler-109	0	1	2	transit	None	None	0.229648	21.2227	+40 17 05.66	None	
Kepler-10	0	1	2	transit	2169	None	0.133962	0.8374907	+50 14 29	0	
Kepler-10	0	1	2	transit	584	None	0.214156	45.294301	+50 14 29	0	
Kepler-110	0	1	2	transit	None	None	0.16677	12.691112	+48 36 10	None	
Kepler-110	0	1	2	transit	None	None	0.20140	31.719775	+48 36 10	None	
Kepler-111	0	1	2	transit	None	None	0.66525	224.784608	+44 41 17	None	
Kepler-111	0	1	2	transit	None	None	0.14399	3.341815	+44 41 17	None	
Kepler-112	0	1	2	transit	None	None	0.21507	8.408878	+43 12 35	None	
Kepler-112	0	1	2	transit	None	None	0.21871	28.574263	+43 12 35	None	
Kepler-113	0	1	2	transit	None	None	0.198664	8.92507	+50 56 39	None	
Kepler-113	0	1	2	transit	None	None	0.165857	4.75400	+50 56 39	None	
Kepler-114	0	1	3	transit	None	None	0.13670	8.041348	+48 20 58	None	
Kepler-114	0	1	3	transit	None	None	0.11482	5.188549	+48 20 58	None	
Kepler-114	0	1	3	transit	None	None	0.22054	11.776134	+48 20 58	None	
Kepler-115	0	1	2	transit	None	None	0.23694	8.990889	+45 15 42	None	
Kepler-115	0	1	2	transit	None	None	0.09933	2.403679	+45 15 42	None	
Kepler-116	0	1	2	transit	None	None	0.31167	5.968734	+43 32 12	None	
Kepler-116	0	1	2	transit	None	None	0.20960	13.071630	+43 32 12	None	
Kepler-117	0	1	2	transit	704	None	1.101	50.790391	+48 02 24.81	0.0323	
Kepler-117	0	1	2	transit	984	None	0.719	18.7959228	+48 02 24.81	0.0493	
Kepler-118	0	1	2	transit	None	None	0.69988	20.172020	+41 25 29	None	
Kepler-118	0	1	2	transit	None	None	0.17862	7.518496	+41 25 29	None	
Kepler-119	0	1	2	transit	None	None	0.32807	2.422082	+42 39 32	None	
Kepler-119	0	1	2	transit	None	None	0.08384	4.125103	+42 39 32	None	
Kepler-11	0	1	6	transit	870.7	None	0.164035	10.3039	+41 54 33	0.045	
Kepler-11	0	1	6	transit	806.8	None	0.261544	13.0241	+41 54 33	0.026	
Kepler-11	0	1	6	transit	658.7	None	0.283415	22.6845	+41 54 33	0.004	
Kepler-11	0	1	6	transit	596.4	None	0.380925	31.9996	+41 54 33	0.012	
Kepler-11	0	1	6	transit	525.3	None	0.226003	46.6888	+41 54 33	0.013	
Kepler-11	0	1	6	transit	386.4	None	0.303464	118.3807	+41 54 33		
Kepler-120	0	1	2	transit	None	None	0.19593	6.312501	+39 20 20	None	
Kepler-120	0	1	2	transit	None	None	0.13943	12.794585	+39 20 20	None	
Kepler-121	0	1	2	transit	None	None	0.21324	3.177422	+39 40 40	None	
Kepler-121	0	1	2	transit	None	None	0.20687	41.008011	+39 40 40	None	
Kepler-122	0	1	5	transit	None	None	0.53493	12.465988	+39 56 56	None	
Kepler-122	0	1	5	transit	None	None	0.21324	5.766193	+39 56 56	None	
Kepler-122	0	1	5	transit	None	None	0.20049	21.587475	+39 56 56	None	
Kepler-122	0	1	5	transit	None	None	0.23694	37.993273	+39 56 56	None	
Kepler-122	0	1	5	transit	None	None	0.156	56.268	+39 56 56	None	
Kepler-123	0	1	2	transit	None	None	0.26792	17.232366	+42 46 55	None	
Kepler-123	0	1	2	transit	None	None	0.13487	26.695074	+42 46 55	None	
Kepler-124	0	1	3	transit	None	None	0.15948	13.821375	+49 03 53	None	
Kepler-124	0	1	3	transit	None	None	0.10115	30.950851	+49 03 53	None	
Kepler-124	0	1	3	transit	None	None	0.06653	3.410493	+49 03 53	None	
Kepler-125	0	1	2	transit	None	None	0.21598	4.164389	+47 36 17	None	
Kepler-125	0	1	2	transit	None	None	0.06744	5.774464	+47 36 17	None	
Kepler-126	0	1	3	transit	None	None	0.13852	10.495711	+44 12 30	None	
Kepler-126	0	1	3	transit	None	None	0.22783	100.283134	+44 12 30	None	
Kepler-126	0	1	3	transit	None	None	0.14399	21.869741	+44 12 30	None	
Kepler-127	0	1	3	transit	None	None	0.24058	48.630408	+46 01 40	None	
Kepler-127	0	1	3	transit	None	None	0.24241	29.393195	+46 01 40	None	
Kepler-127	0	1	3	transit	None	None	0.12758	14.435889	+46 01 40	None	
Kepler-128	0	1	2	transit	None	None	0.10298	15.090	+43 58 48.64	None	
Kepler-128	0	1	2	transit	None	None	0.10298	22.804	+43 58 48.64	None	
Kepler-129	0	1	2	transit	None	None	0.21598	15.791860	+47 50 54	None	
Kepler-129	0	1	2	transit	None	None	0.23238	82.200170	+47 50 54	None	
Kepler-12	0	1	1	transit	1354.2	None	1.695	4.4379637	+50 02 25	0.01	
Kepler-130	0	1	3	transit	None	None	0.25608	27.508653	+40 14 43	None	
Kepler-130	0	1	3	transit	None	None	0.09295	8.457458	+40 14 43	None	
Kepler-130	0	1	3	transit	None	None	0.14945	87.517905	+40 14 43	None	
Kepler-131	0	1	2	transit	None	None	0.219624	16.0920	+40 56 32	None	
Kepler-131	0	1	2	transit	None	None	0.076549	25.5169	+40 56 32	None	
Kepler-132	0	1	3	transit	None	None	0.14125	18.010199	+41 20 34	None	
Kepler-132	0	1	3	transit	None	None	0.11665	6.414914	+41 20 34	None	
Kepler-132	0	1	3	transit	None	None	0.11027	6.178196	+41 20 34	None	
Kepler-133	0	1	2	transit	None	None	0.25881	31.517586	+48 19 13	None	
Kepler-133	0	1	2	transit	None	None	0.16039	8.129976	+48 19 13	None	
Kepler-134	0	1	2	transit	None	None	0.18226	5.317429	+49 35 54	None	
Kepler-134	0	1	2	transit	None	None	0.11482	10.105785	+49 35 54	None	
Kepler-135	0	1	2	transit	None	None	0.16495	6.002530	+38 47 43	None	
Kepler-135	0	1	2	transit	None	None	0.10571	11.448708	+38 47 43	None	
Kepler-136	0	1	2	transit	None	None	0.18682	11.578900	+42 35 55.73	None	
Kepler-136	0	1	2	transit	None	None	0.18135	16.399235	+42 35 55.73	None	
Kepler-137	0	1	2	transit	None	None	0.17132	18.735753	+43 02 20	None	
Kepler-137	0	1	2	transit	None	None	0.13396	8.436387	+43 02 20	None	
Kepler-139	0	1	2	transit	None	None	0.26792	15.771044	+43 53 21	None	
Kepler-139	0	1	2	transit	None	None	0.30802	157.072878	+43 53 21	None	
Kepler-13	0	3	1	transit	2750	None	1.406	1.76358799	+46 52 05.953	None	
Kepler-140	0	1	2	transit	None	None	0.14672	3.254270	+46 46 05	None	
Kepler-140	0	1	2	transit	None	None	0.16403	91.353282	+46 46 05	None	
Kepler-141	0	1	2	transit	None	None	0.12849	7.010606	+47 43 54	None	
Kepler-141	0	1	2	transit	None	None	0.06288	3.107675	+47 43 54	None	
Kepler-142	0	1	3	transit	None	None	0.26063	4.761702	+48 28 52	None	
Kepler-142	0	1	3	transit	None	None	0.18135	2.024152	+48 28 52	None	
Kepler-142	0	1	3	transit	None	None	0.19684	41.809118	+48 28 52	None	
Kepler-143	0	1	2	transit	None	None	0.30711	27.082511	+49 24 45	None	
Kepler-143	0	1	2	transit	None	None	0.21962	16.007583	+49 24 45	None	
Kepler-144	0	1	2	transit	None	None	0.12120	5.885273	+42 46 31	None	
Kepler-144	0	1	2	transit	None	None	0.12303	10.104665	+42 46 31	None	
Kepler-146	0	1	2	transit	None	None	0.33809	31.158799	+38 42 36	None	
Kepler-146	0	1	2	transit	None	None	0.28524	76.732171	+38 42 36	None	
Kepler-147	0	1	2	transit	None	None	0.22145	33.416423	+39 05 13	None	
Kepler-147	0	1	2	transit	None	None	0.13943	12.610584	+39 05 13	None	
Kepler-148	0	1	2	transit	None	None	0.32807	4.180043	+46 51 31	None	
Kepler-148	0	1	2	transit	None	None	0.16403	1.729366	+46 51 31	None	
Kepler-149	1	1	3	transit	None	None	0.38366	29.198943	+38 23 02	None	
Kepler-149	1	1	3	transit	None	None	0.36088	160.018032	+38 23 02	None	
Kepler-149	1	1	3	transit	None	None	0.14672	55.328328	+38 23 02	None	
Kepler-14	0	1	1	transit	None	None	1.136	6.790123	+47 19 59	0.035	
Kepler-150	0	1	4	transit	None	None	0.33627	7.381998	+40 31 15	None	
Kepler-150	0	1	4	transit	None	None	0.25425	12.560930	+40 31 15	None	
Kepler-150	0	1	4	transit	None	None	0.28433	30.826557	+40 31 15	None	
Kepler-150	0	1	4	transit	None	None	0.11391	3.428054	+40 31 15	None	
Kepler-151	0	1	2	transit	None	None	0.27886	15.228958	+41 01 23	None	
Kepler-151	0	1	2	transit	None	None	0.19046	24.674612	+41 01 23	None	
Kepler-152	0	1	2	transit	None	None	0.25425	18.207973	+41 59 20	None	
Kepler-152	0	1	2	transit	None	None	0.21780	88.255055	+41 59 20	None	
Kepler-153	0	1	2	transit	None	None	0.26610	18.870227	+48 15 25	None	
Kepler-153	0	1	2	transit	None	None	0.23056	46.902320	+48 15 25	None	
Kepler-154	0	1	2	transit	None	None	0.20595	33.040532	+49 53 47	None	
Kepler-154	0	1	2	transit	None	None	0.26883	62.303276	+49 53 47	None	
Kepler-155	1	1	2	transit	None	None	0.19046	5.931194	+51 04 54	None	
Kepler-155	1	1	2	transit	None	None	0.20413	52.661793	+51 04 54	None	
Kepler-156	0	1	2	transit	None	None	0.23238	15.906801	+37 44 58	None	
Kepler-156	0	1	2	transit	None	None	0.20960	4.973456	+37 44 58	None	
Kepler-157	0	1	2	transit	None	None	0.20413	13.540500	+38 52 32	None	
Kepler-157	0	1	2	transit	None	None	0.12029	1.732342	+38 52 32	None	
Kepler-158	0	1	2	transit	None	None	0.19320	16.709184	+39 46 52	None	
Kepler-158	0	1	2	transit	None	None	0.17315	28.551383	+39 46 52	None	
Kepler-159	1	1	2	transit	None	None	0.21689	10.139623	+40 52 07	None	
Kepler-159	1	1	2	transit	None	None	0.31075	43.595792	+40 52 07	None	
Kepler-15	0	1	1	transit	1027.9	None	0.96	4.942782	+49 08 24.43	None	
Kepler-160	0	1	2	transit	None	None	0.32898	13.699087	+42 52 09	None	
Kepler-160	0	1	2	transit	None	None	0.14034	4.309427	+42 52 09	None	
Kepler-161	0	1	2	transit	None	None	0.19320	4.921355	+43 05 01	None	
Kepler-161	0	1	2	transit	None	None	0.18682	7.064240	+43 05 01	None	
Kepler-162	0	1	2	transit	None	None	0.27612	19.446355	+43 43 26	None	
Kepler-162	0	1	2	transit	None	None	0.11482	6.919798	+43 43 26	None	
Kepler-163	0	1	2	transit	None	None	0.20595	21.347262	+46 59 14	None	
Kepler-163	0	1	2	transit	None	None	0.09569	7.810937	+46 59 14	None	
Kepler-164	0	1	3	transit	None	None	0.24879	10.945723	+47 37 47	None	
Kepler-164	0	1	3	transit	None	None	0.22327	28.986769	+47 37 47	None	
Kepler-164	0	1	3	transit	None	None	0.12849	5.035030	+47 37 47	None	
Kepler-165	0	1	2	transit	None	None	0.21142	8.180848	+47 48 35	None	
Kepler-165	0	1	2	transit	None	None	0.20322	15.312990	+47 48 35	None	
Kepler-166	0	1	2	transit	None	None	0.20687	7.650254	+48 52 52	None	
Kepler-166	0	1	2	transit	None	None	0.21689	34.260281	+48 52 52	None	
Kepler-167	0	1	2	transit	None	None	0.13214	4.393147	+38 20 43	None	
Kepler-167	0	1	2	transit	None	None	0.12485	7.406097	+38 20 43	None	
Kepler-168	0	1	2	transit	None	None	0.24514	13.193242	+39 49 30	None	
Kepler-168	0	1	2	transit	None	None	0.13305	4.425391	+39 49 30	None	
Kepler-169	0	1	5	transit	None	None	0.20049	13.767102	+40 55 09	None	
Kepler-169	0	1	5	transit	None	None	0.11027	6.195469	+40 55 09	None	
Kepler-169	0	1	5	transit	None	None	0.10298	3.250619	+40 55 09	None	
Kepler-169	0	1	5	transit	None	None	0.11391	8.348125	+40 55 09	None	
Kepler-169	0	1	5	transit	None	None	0.23512	87.090195	+40 55 09	None	
Kepler-16	0	2	1	transit	None	None	0.7538	228.776	+51 45 27	0.00685	
Kepler-170	0	1	2	transit	None	None	0.29162	7.930592	+41 37 46	None	
Kepler-170	0	1	2	transit	None	None	0.26063	16.665863	+41 37 46	None	
Kepler-171	0	1	3	transit	None	None	0.21324	4.166972	+41 45 19	None	
Kepler-171	0	1	3	transit	None	None	0.23329	11.463462	+41 45 19	None	
Kepler-171	0	1	3	transit	None	None	0.17224	39.595519	+41 45 19	None	
Kepler-172	0	1	4	transit	None	None	0.21416	2.940309	+41 49 18	None	
Kepler-172	0	1	4	transit	None	None	0.26063	6.388996	+41 49 18	None	
Kepler-172	0	1	4	transit	None	None	0.20504	14.627119	+41 49 18	None	
Kepler-172	0	1	4	transit	None	None	0.25152	35.118736	+41 49 18	None	
Kepler-173	0	1	2	transit	None	None	0.22145	8.005777	+41 53 02	None	
Kepler-173	0	1	2	transit	None	None	0.11756	4.263742	+41 53 02	None	
Kepler-174	1	1	3	transit	None	None	0.17862	13.981790	+43 49 55	None	
Kepler-174	1	1	3	transit	None	None	0.13578	44.000529	+43 49 55	None	
Kepler-174	1	1	3	transit	None	None	0.19958	247.353730	+43 49 55	None	
Kepler-175	0	1	2	transit	None	None	0.23329	11.903515	+43 52 34	None	
Kepler-175	0	1	2	transit	None	None	0.28250	34.035257	+43 52 34	None	
Kepler-176	0	1	3	transit	None	None	0.23694	12.759712	+43 51 11	None	
Kepler-176	0	1	3	transit	None	None	0.13032	5.433074	+43 51 11	None	
Kepler-176	0	1	3	transit	None	None	0.22874	25.751974	+43 51 11	None	
Kepler-178	0	1	3	transit	None	None	0.26428	9.576694	+46 53 47	None	
Kepler-178	0	1	3	transit	None	None	0.35996	96.678988	+46 53 47	None	
Kepler-178	0	1	3	transit	None	None	0.26246	20.552802	+46 53 47	None	
Kepler-179	0	1	2	transit	None	None	0.18226	6.400130	+47 45 43	None	
Kepler-179	0	1	2	transit	None	None	0.14945	2.735926	+47 45 43	None	
Kepler-17	0	1	1	transit	1622.7	None	1.312	1.4857108	+47 48 54	0.011	
Kepler-180	0	1	2	transit	None	None	0.27430	41.885775	+49 46 28	None	
Kepler-180	0	1	2	transit	None	None	0.13670	13.817124	+49 46 28	None	
Kepler-181	0	1	2	transit	None	None	0.18135	4.302149	+50 05 44	None	
Kepler-181	0	1	2	transit	None	None	0.11574	3.137873	+50 05 44	None	
Kepler-182	0	1	2	transit	None	None	0.31258	20.684342	+50 35 10	None	
Kepler-182	0	1	2	transit	None	None	0.23512	9.825792	+50 35 10	None	
Kepler-183	0	1	2	transit	None	None	0.20687	11.637071	+39 18 57	None	
Kepler-183	0	1	2	transit	None	None	0.18773	5.687945	+39 18 57	None	
Kepler-184	0	1	3	transit	None	None	0.21507	10.687576	+43 04 28	None	
Kepler-184	0	1	3	transit	None	None	0.17953	20.303005	+43 04 28	None	
Kepler-184	0	1	3	transit	None	None	0.22691	29.022358	+43 04 28	None	
Kepler-185	0	1	2	transit	None	None	0.18408	20.729042	+43 53 23	None	
Kepler-185	0	1	2	transit	None	None	0.10662	1.632900	+43 53 23	None	
Kepler-186	1	1	5	transit	None	None	0.097509	7.267301	+43 57 18	None	
Kepler-186	1	1	5	transit	None	None	0.127582	13.342996	+43 57 18	None	
Kepler-186	1	1	5	transit	None	None	0.097509	3.8867907	+43 57 18	None	
Kepler-186	1	1	5	transit	None	None	0.115735	22.407704	+43 57 18	None	
Kepler-186	1	1	5	transit	None	None	0.0990277438268	None	+43 57 18	None	
Kepler-187	0	1	2	transit	None	None	0.24332	10.640263	+44 05 21	None	
Kepler-187	0	1	2	transit	None	None	0.12849	4.938864	+44 05 21	None	
Kepler-188	0	1	2	transit	None	None	0.29071	5.996553	+44 18 55	None	
Kepler-188	0	1	2	transit	None	None	0.15310	2.061897	+44 18 55	None	
Kepler-189	0	1	2	transit	None	None	0.21689	20.134866	+44 18 17	None	
Kepler-189	0	1	2	transit	None	None	0.11027	10.399931	+44 18 17	None	
Kepler-18	0	1	3	transit	1181.7	None	0.179	3.504725	+44 44 47	None	
Kepler-18	0	1	3	transit	911.1	None	0.49	7.64159	+44 44 47	None	
Kepler-18	0	1	3	transit	729.8	None	0.62	14.85888	+44 44 47	None	
Kepler-190	0	1	2	transit	None	None	0.14216	2.019999	+44 44 01	None	
Kepler-190	0	1	2	transit	None	None	0.13305	3.763024	+44 44 01	None	
Kepler-191	0	1	2	transit	None	None	0.16950	17.738506	+45 19 23	None	
Kepler-191	0	1	2	transit	None	None	0.12211	9.939632	+45 19 23	None	
Kepler-192	0	1	2	transit	None	None	0.24970	9.926746	+45 35 34	None	
Kepler-192	0	1	2	transit	None	None	0.25425	21.223400	+45 35 34	None	
Kepler-193	0	1	2	transit	None	None	0.21780	11.388480	+46 34 38	None	
Kepler-193	0	1	2	transit	None	None	0.25061	50.697494	+46 34 38	None	
Kepler-194	0	1	3	transit	None	None	0.23603	17.308032	+47 51 51	None	
Kepler-194	0	1	3	transit	None	None	0.13761	2.092281	+47 51 51	None	
Kepler-194	0	1	3	transit	None	None	0.21871	52.814973	+47 51 51	None	
Kepler-195	0	1	2	transit	None	None	0.18499	8.307872	+47 58 00	None	
Kepler-195	0	1	2	transit	None	None	0.14125	34.096863	+47 58 00	None	
Kepler-196	0	1	2	transit	None	None	0.17315	20.739886	+42 04 45	None	
Kepler-196	0	1	2	transit	None	None	0.20413	47.427737	+42 04 45	None	
Kepler-197	0	1	4	transit	None	None	0.11209	10.349695	+50 33 32.35	None	
Kepler-197	0	1	4	transit	None	None	0.11118	15.677563	+50 33 32.35	None	
Kepler-197	0	1	4	transit	None	None	0.09295	5.599308	+50 33 32.35	None	
Kepler-197	0	1	4	transit	None	None	0.08293	25.209715	+50 33 32.35	None	
Kepler-198	0	1	2	transit	None	None	0.25699	17.790037	+38 41 27	None	
Kepler-198	0	1	2	transit	None	None	0.22509	49.567416	+38 41 27	None	
Kepler-199	0	1	2	transit	None	None	0.28342	23.637604	+40 14 10	None	
Kepler-199	0	1	2	transit	None	None	0.29617	67.093408	+40 14 10	None	
Kepler-19	1	1	2	transit	None	None	0.1971	9.2869944	+37 51 06	None	
Kepler-19	1	1	2	timing	None	None	None		+37 51 06	None	
Kepler-200	0	1	2	transit	None	None	0.19411	8.594805	+41 14 14	None	
Kepler-200	0	1	2	transit	None	None	0.14490	10.222157	+41 14 14	None	
Kepler-201	0	1	2	transit	None	None	0.22418	25.672083	+41 16 22	None	
Kepler-201	0	1	2	transit	None	None	0.25972	151.884058	+41 16 22	None	
Kepler-202	0	1	2	transit	None	None	0.14854	4.069427	+41 19 19	None	
Kepler-202	0	1	2	transit	None	None	0.16859	16.282493	+41 19 19	None	
Kepler-203	0	1	3	transit	None	None	0.23420	3.162697	+41 23 16	None	
Kepler-203	0	1	3	transit	None	None	0.22509	5.370647	+41 23 16	None	
Kepler-203	0	1	3	transit	None	None	0.13123	11.329720	+41 23 16	None	
Kepler-204	0	1	2	transit	None	None	0.23056	14.400974	+41 45 42	None	
Kepler-204	0	1	2	transit	None	None	0.16312	25.660593	+41 45 42	None	
Kepler-205	0	1	2	transit	None	None	0.13761	2.755640	+41 51 40	None	
Kepler-205	0	1	2	transit	None	None	0.14945	20.306546	+41 51 40	None	
Kepler-206	0	1	3	transit	None	None	0.16130	13.137471	+41 50 01	None	
Kepler-206	0	1	3	transit	None	None	0.10936	7.781987	+41 50 01	None	
Kepler-206	0	1	3	transit	None	None	0.10845	23.442810	+41 50 01	None	
Kepler-207	0	1	3	transit	None	None	0.30164	5.868075	+42 09 57	None	
Kepler-207	0	1	3	transit	None	None	0.14307	1.611865	+42 09 57	None	
Kepler-207	0	1	3	transit	None	None	0.13670	3.071571	+42 09 57	None	
Kepler-208	0	1	4	transit	None	None	0.14854	4.228640	+42 31 40	None	
Kepler-208	0	1	4	transit	None	None	0.12667	7.466623	+42 31 40	None	
Kepler-208	0	1	4	transit	None	None	0.13487	16.259458	+42 31 40	None	
Kepler-208	0	1	4	transit	None	None	0.10936	11.131786	+42 31 40	None	
Kepler-209	0	1	2	transit	None	None	0.20595	16.087845	+42 38 26	None	
Kepler-209	0	1	2	transit	None	None	0.28250	41.749882	+42 38 26	None	
Kepler-20	0	1	5	transit	1092.1	None	0.17	3.6961219	+42 20 19	None	
Kepler-20	0	1	5	transit	759.9	None	0.27	10.854092	+42 20 19	None	
Kepler-20	0	1	5	transit	388.6	None	0.25	77.61185	+42 20 19	None	
Kepler-20	0	1	5	transit	1040.0	None	0.0791	6.098493	+42 20 19	None	
Kepler-20	0	1	5	transit	706.0	None	0.093	19.57706	+42 20 19	None	
Kepler-210	0	1	2	transit	None	None	0.436	7.9725	+43 04 59	None	
Kepler-210	0	1	2	transit	None	None	0.3419	2.4532	+43 04 59	None	
Kepler-211	0	1	2	transit	None	None	0.11756	6.040450	+43 10 06	None	
Kepler-211	0	1	2	transit	None	None	0.11482	4.138575	+43 10 06	None	
Kepler-212	0	1	2	transit	None	None	0.24970	31.805174	+43 08 29	None	
Kepler-212	0	1	2	transit	None	None	0.09933	16.257582	+43 08 29	None	
Kepler-213	0	1	2	transit	None	None	0.14763	2.462360	+44 38 49	None	
Kepler-213	0	1	2	transit	None	None	0.21324	4.822962	+44 38 49	None	
Kepler-214	0	1	2	transit	None	None	0.19411	28.779800	+44 57 21	None	
Kepler-214	0	1	2	transit	None	None	0.23785	15.660544	+44 57 21	None	
Kepler-215	0	1	4	transit	None	None	0.21780	30.864423	+45 12 49	None	
Kepler-215	0	1	4	transit	None	None	0.14763	9.360672	+45 12 49	None	
Kepler-215	0	1	4	transit	None	None	0.16130	14.667108	+45 12 49	None	
Kepler-215	0	1	4	transit	None	None	0.15948	68.161010	+45 12 49	None	
Kepler-216	0	1	2	transit	None	None	0.27704	17.406669	+46 07 44	None	
Kepler-216	0	1	2	transit	None	None	0.21416	7.693641	+46 07 44	None	
Kepler-217	0	1	2	transit	None	None	0.20322	5.374943	+46 16 39	None	
Kepler-217	0	1	2	transit	None	None	0.16859	8.586004	+46 16 39	None	
Kepler-218	0	1	2	transit	None	None	0.28615	44.699576	+46 15 59	None	
Kepler-218	0	1	2	transit	None	None	0.13487	3.619337	+46 15 59	None	
Kepler-219	0	1	3	transit	None	None	0.26883	4.585512	+46 45 45	None	
Kepler-219	0	1	3	transit	None	None	0.32625	22.714613	+46 45 45	None	
Kepler-219	0	1	3	transit	None	None	0.25608	47.903645	+46 45 45	None	
Kepler-21	0	1	1	transit	1788.2	None	0.1459	2.785755	+38 42 50	0.0	
Kepler-220	0	1	4	transit	None	None	0.14307	9.034199	+46 53 44	None	
Kepler-220	0	1	4	transit	None	None	0.08931	28.122397	+46 53 44	None	
Kepler-220	0	1	4	transit	None	None	0.12120	45.902733	+46 53 44	None	
Kepler-220	0	1	4	transit	None	None	0.07382	4.159807	+46 53 44	None	
Kepler-221	0	1	4	transit	None	None	0.26701	5.690586	+46 50 06	None	
Kepler-221	0	1	4	transit	None	None	0.24879	10.041560	+46 50 06	None	
Kepler-221	0	1	4	transit	None	None	0.23967	18.369917	+46 50 06	None	
Kepler-221	0	1	4	transit	None	None	0.15583	2.795906	+46 50 06	None	
Kepler-222	0	1	3	transit	None	None	0.28797	3.936981	+46 56 15	None	
Kepler-222	0	1	3	transit	None	None	0.33627	28.081912	+46 56 15	None	
Kepler-222	0	1	3	transit	None	None	0.42284	10.088810	+46 56 15	None	
Kepler-223	0	1	4	transit	None	None	0.27157	14.788759	+47 16 46	None	
Kepler-223	0	1	4	transit	None	None	0.18226	9.848183	+47 16 46	None	
Kepler-223	0	1	4	transit	None	None	0.21871	19.721734	+47 16 46	None	
Kepler-223	0	1	4	transit	None	None	0.15401	7.384108	+47 16 46	None	
Kepler-224	0	1	4	transit	None	None	0.28433	5.925003	+47 21 27	None	
Kepler-224	0	1	4	transit	None	None	0.20960	11.349393	+47 21 27	None	
Kepler-224	0	1	4	transit	None	None	0.12667	3.132924	+47 21 27	None	
Kepler-224	0	1	4	transit	None	None	0.17953	18.643577	+47 21 27	None	
Kepler-225	0	1	2	transit	None	None	0.16768	18.794234	+47 27 25	None	
Kepler-225	0	1	2	transit	None	None	0.10936	6.738975	+47 27 25	None	
Kepler-226	0	1	3	transit	None	None	0.20687	5.349555	+47 52 51	None	
Kepler-226	0	1	3	transit	None	None	0.14125	3.940997	+47 52 51	None	
Kepler-226	0	1	3	transit	None	None	0.11118	8.109044	+47 52 51	None	
Kepler-227	0	1	2	transit	None	None	0.28342	9.488015	+48 08 29	None	
