name	n_hab_planets	n_stars	n_planets	discovery_method	temperature	metalicity	radius	period	declination	eccentricity	
Kepler-353	0	1	2	transit	None	None	0.12576	8.410894	+41 45 29	None	
Kepler-353	0	1	2	transit	None	None	0.08111	5.795278	+41 45 29	None	
Kepler-354	0	1	3	transit	None	None	0.16768	5.476660	+41 20 08	None	
Kepler-354	0	1	3	transit	None	None	0.11300	24.209842	+41 20 08	None	
Kepler-354	0	1	3	transit	None	None	0.11938	16.934402	+41 20 08	None	
Kepler-355	0	1	2	transit	None	None	0.24696	25.762294	+42 48 42	None	
Kepler-355	0	1	2	transit	None	None	0.13305	11.031890	+42 48 42	None	
Kepler-356	0	1	2	transit	None	None	0.16495	13.121632	+37 40 58	None	
Kepler-356	0	1	2	transit	None	None	0.14307	4.612696	+37 40 58	None	
Kepler-357	0	1	3	transit	None	None	0.31258	49.499875	+44 00 31	None	
Kepler-357	0	1	3	transit	None	None	0.16768	6.475434	+44 00 31	None	
Kepler-357	0	1	3	transit	None	None	0.24332	16.858370	+44 00 31	None	
Kepler-358	0	1	2	transit	None	None	0.25972	83.488369	+48 16 52	None	
Kepler-358	0	1	2	transit	None	None	0.24787	34.060467	+48 16 52	None	
Kepler-359	0	1	3	transit	None	None	0.39186	57.688020	+42 11 46	None	
Kepler-359	0	1	3	transit	None	None	0.32169	25.563222	+42 11 46	None	
Kepler-359	0	1	3	transit	None	None	0.36543	77.095691	+42 11 46	None	
Kepler-35	0	2	1	transit	None	None	0.728	131.458	+46 41 23	0.042	
Kepler-360	0	1	2	transit	None	None	0.15036	3.289672	+44 46 53	None	
Kepler-360	0	1	2	transit	None	None	0.19137	7.186434	+44 46 53	None	
Kepler-361	0	1	2	transit	None	None	0.22965	55.188023	+46 44 28	None	
Kepler-361	0	1	2	transit	None	None	0.13214	8.486616	+46 44 28	None	
Kepler-362	0	1	2	transit	None	None	0.13214	37.866281	+47 31 47	None	
Kepler-362	0	1	2	transit	None	None	0.08019	10.327186	+47 31 47	None	
Kepler-363	0	1	3	transit	None	None	0.18682	11.932125	+41 18 19	None	
Kepler-363	0	1	3	transit	None	None	0.15401	7.542427	+41 18 19	None	
Kepler-363	0	1	3	transit	None	None	0.10571	3.614568	+41 18 19	None	
Kepler-364	0	1	2	transit	None	None	0.19593	59.980627	+47 23 55	None	
Kepler-364	0	1	2	transit	None	None	0.14125	25.745718	+47 23 55	None	
Kepler-365	0	1	2	transit	None	None	0.18591	10.664903	+49 07 49	None	
Kepler-365	0	1	2	transit	None	None	0.14945	17.784129	+49 07 49	None	
Kepler-366	0	1	2	transit	None	None	0.13305	3.281959	+49 05 03	None	
Kepler-366	0	1	2	transit	None	None	0.16312	12.516160	+49 05 03	None	
Kepler-367	1	1	2	transit	None	None	0.11847	37.815724	+49 58 53	None	
Kepler-367	1	1	2	transit	None	None	0.10936	53.578637	+49 58 53	None	
Kepler-368	0	1	2	transit	None	None	0.29708	26.847680	+45 23 16	None	
Kepler-368	0	1	2	transit	None	None	0.35359	72.379334	+45 23 16	None	
Kepler-369	1	1	2	transit	None	None	0.12849	14.871572	+47 54 30	None	
Kepler-369	1	1	2	transit	None	None	0.10298	2.732756	+47 54 30	None	
Kepler-36	0	1	2	transit	978.8	None	0.13778	13.83988	+49 13 54	None	
Kepler-36	0	1	2	transit	927.8	None	0.33526835	16.23855	+49 13 54	None	
Kepler-370	0	1	2	transit	None	None	0.17406	19.022930	+40 54 58	None	
Kepler-370	0	1	2	transit	None	None	0.14490	4.579530	+40 54 58	None	
Kepler-371	0	1	2	transit	None	None	0.17224	34.763278	+38 39 27	None	
Kepler-371	0	1	2	transit	None	None	0.16221	67.968015	+38 39 27	None	
Kepler-372	0	1	3	transit	None	None	0.19046	20.053763	+49 15 32	None	
Kepler-372	0	1	3	transit	None	None	0.15401	30.092568	+49 15 32	None	
Kepler-372	0	1	3	transit	None	None	0.12394	6.849692	+49 15 32	None	
Kepler-373	0	1	2	transit	None	None	0.12394	5.535309	+50 35 49	None	
Kepler-373	0	1	2	transit	None	None	0.11300	16.725948	+50 35 49	None	
Kepler-374	0	1	3	transit	None	None	0.10024	3.282807	+42 22 13	None	
Kepler-374	0	1	3	transit	None	None	0.11938	5.028219	+42 22 13	None	
Kepler-374	0	1	3	transit	None	None	0.09386	1.897806	+42 22 13	None	
Kepler-375	0	1	2	transit	None	None	0.24150	19.986326	+48 05 54	None	
Kepler-375	0	1	2	transit	None	None	0.13214	12.125934	+48 05 54	None	
Kepler-376	0	1	2	transit	None	None	0.16312	14.172327	+38 24 37	None	
Kepler-376	0	1	2	transit	None	None	0.09751	4.920199	+38 24 37	None	
Kepler-377	0	1	2	transit	None	None	0.18773	27.014976	+38 44 08	None	
Kepler-377	0	1	2	transit	None	None	0.12667	12.509529	+38 44 08	None	
Kepler-378	0	1	2	transit	None	None	0.06835	16.092361	+46 26 19	None	
Kepler-378	0	1	2	transit	None	None	0.06379	28.906009	+46 26 19	None	
Kepler-379	0	1	2	transit	None	None	0.20869	62.784697	+38 56 44	None	
Kepler-379	0	1	2	transit	None	None	0.15128	20.098380	+38 56 44	None	
Kepler-37	0	1	4	transit	None	None	0.02761247	13.367308	+44 31 05	0.715	
Kepler-37	0	1	4	transit	None	None	0.067618678	21.301886	+44 31 05	0.098	
Kepler-37	0	1	4	transit	None	None	0.181349	39.792187	+44 31 05	0.1024	
Kepler-37	0	1	4	timing	None	None	None	51.196	+44 31 05	None	
Kepler-380	0	1	2	transit	None	None	0.10845	3.930821	+48 45 32	None	
Kepler-380	0	1	2	transit	None	None	0.11574	7.630004	+48 45 32	None	
Kepler-381	0	1	2	transit	None	None	0.10207	13.391635	+43 49 51	None	
Kepler-381	0	1	2	transit	None	None	0.09022	5.629021	+43 49 51	None	
Kepler-382	0	1	2	transit	None	None	0.12029	5.262155	+45 52 11	None	
Kepler-382	0	1	2	transit	None	None	0.14490	12.162701	+45 52 11	None	
Kepler-383	0	1	2	transit	None	None	0.12029	12.904532	+38 21 47	None	
Kepler-383	0	1	2	transit	None	None	0.11300	31.200751	+38 21 47	None	
Kepler-384	0	1	2	transit	None	None	0.10207	22.597053	+44 46 58	None	
Kepler-384	0	1	2	transit	None	None	0.10298	45.348269	+44 46 58	None	
Kepler-385	0	1	2	transit	None	None	0.27704	15.163161	+50 20 11	None	
Kepler-385	0	1	2	transit	None	None	0.24879	10.043686	+50 20 11	None	
Kepler-386	0	1	2	transit	None	None	0.14399	25.193458	+48 41 37	None	
Kepler-386	0	1	2	transit	None	None	0.12667	12.310430	+48 41 37	None	
Kepler-387	0	1	2	transit	None	None	0.09386	6.791636	+45 39 24	None	
Kepler-387	0	1	2	transit	None	None	0.08111	11.837549	+45 39 24	None	
Kepler-388	0	1	2	transit	None	None	0.07382	3.173315	+44 36 31	None	
Kepler-388	0	1	2	transit	None	None	0.07837	13.297004	+44 36 31	None	
Kepler-389	0	1	2	transit	None	None	0.13761	3.244107	+44 54 00	None	
Kepler-389	0	1	2	transit	None	None	0.13305	14.511430	+44 54 00	None	
Kepler-38	0	2	1	transit	None	None	0.39641678	105.595	+42 16 45	0.032	
Kepler-390	0	1	2	transit	None	None	0.07473	6.738088	+41 12 30	None	
Kepler-390	0	1	2	transit	None	None	0.07199	13.060022	+41 12 30	None	
Kepler-391	0	1	2	transit	None	None	0.29162	7.416755	+51 03 26	None	
Kepler-391	0	1	2	transit	None	None	0.32260	20.485435	+51 03 26	None	
Kepler-392	0	1	2	transit	None	None	0.09113	5.341853	+43 22 05	None	
Kepler-392	0	1	2	transit	None	None	0.10024	10.423118	+43 22 05	None	
Kepler-393	0	1	2	transit	None	None	0.11756	9.182417	+45 11 31	None	
Kepler-393	0	1	2	transit	None	None	0.12120	14.613612	+45 11 31	None	
Kepler-394	0	1	2	transit	None	None	0.14581	8.005013	+50 40 20	None	
Kepler-394	0	1	2	transit	None	None	0.15128	12.130686	+50 40 20	None	
Kepler-395	1	1	2	transit	None	None	0.12029	34.989262	+45 08 11	None	
Kepler-395	1	1	2	transit	None	None	0.09386	7.054346	+45 08 11	None	
Kepler-397	1	1	2	transit	None	None	0.56319	135.498527	+42 22 49	None	
Kepler-397	1	1	2	transit	None	None	0.22418	22.250949	+42 22 49	None	
Kepler-398	0	1	2	transit	None	None	0.08475	4.081423	+40 20 37	None	
Kepler-398	0	1	2	transit	None	None	0.09204	11.419412	+40 20 37	None	
Kepler-399	0	1	3	transit	None	None	0.17224	58.034616	+40 40 14	None	
Kepler-399	0	1	3	transit	None	None	0.08749	14.425281	+40 40 14	None	
Kepler-399	0	1	3	transit	None	None	0.13032	26.675690	+40 40 14	None	
Kepler-400	0	1	2	transit	None	None	0.15036	9.024389	+40 28 48	None	
Kepler-400	0	1	2	transit	None	None	0.13578	17.340824	+40 28 48	None	
Kepler-401	0	1	2	transit	None	None	0.15583	14.383035	+50 51 48	None	
Kepler-401	0	1	2	transit	None	None	0.19593	47.318218	+50 51 48	None	
Kepler-402	0	1	4	transit	None	None	0.14216	6.124821	+43 21 16	None	
Kepler-402	0	1	4	transit	None	None	0.13305	11.242861	+43 21 16	None	
Kepler-402	0	1	4	transit	None	None	0.11118	4.028751	+43 21 16	None	
Kepler-402	0	1	4	transit	None	None	0.12576	8.921099	+43 21 16	None	
Kepler-403	0	1	2	transit	None	None	0.11391	7.031462	+46 44 40	None	
Kepler-403	0	1	2	transit	None	None	0.15948	54.280749	+46 44 40	None	
Kepler-404	0	1	2	transit	None	None	0.11574	11.829851	+45 20 36	None	
Kepler-404	0	1	2	transit	None	None	0.15674	14.751166	+45 20 36	None	
Kepler-405	0	1	2	transit	None	None	0.42467	29.726682	+38 20 24	None	
Kepler-405	0	1	2	transit	None	None	0.18955	10.613839	+38 20 24	None	
Kepler-406	0	1	2	transit	None	None	0.130316	2.42629	+44 58 05	None	
Kepler-406	0	1	2	transit	None	None	0.077461	4.62332	+44 58 05	None	
Kepler-407	0	1	2	transit	None	None	0.097509	0.669310	+49 36 52	None	
Kepler-407	0	1	2	RV	None	None	None	3000	+49 36 52	None	
Kepler-409	0	1	1	transit	None	None	0.108445	68.9584	+46 51 09	None	
Kepler-410	0	2	1	transit	None	None	0.258628	17.833648	+45 08 23	0.17	
Kepler-412	0	1	1	transit	None	None	1.325	1.720861232	+43 40 51	0.0038	
Kepler-413	0	2	1	transit	None	None	0.396143	66.262	+51 09 45	0.118	
Kepler-418	0	1	1	transit	None	None	9.7	86.67856	+38 21 19.62	0.20	
Kepler-41	0	1	1	RV	None	None	1.29	1.85555820	+48 58 54	0	
Kepler-421	1	1	1	transit	184	None	0.379102	704.1984	+45 05 16	0.041	
Kepler-422	0	1	1	transit	976.0	None	1.15	7.8914483	+46 19 24	0.016	
Kepler-423	0	1	1	transit	None	None	1.2	2.68432848	+46 23 28	0.01	
Kepler-424	1	1	2	transit	1143.0	None	0.89	3.3118644	+48 34 38	None	
Kepler-424	1	1	2	RV	None	None	None	223.3	+48 34 38	0.3185	
Kepler-42	2	1	3	transit	None	None	0.07108	1.21376	+43 37 09	None	
Kepler-42	2	1	3	transit	None	None	0.0665	0.4532	+43 37 09	None	
Kepler-42	2	1	3	transit	None	None	0.0519	1.865	+43 37 09	None	
Kepler-430	0	1	2	transit	None	None	0.290	35.968	+49 34 46.0	None	
Kepler-430	0	1	2	transit	None	None	0.156	110.979	+49 34 46.0	None	
Kepler-431	0	1	3	transit	None	None	0.0682	6.803	+43 13 40.0	None	
Kepler-431	0	1	3	transit	None	None	0.0596	8.703	+43 13 40.0	None	
Kepler-431	0	1	3	transit	None	None	0.0990	11.922	+43 13 40.0	None	
Kepler-434	0	1	1	transit	1000	None	1.13	12.8747099	+42 45 44.08	None	
Kepler-436	0	1	2	transit	None	None	0.244	64.00205	+44 24 43.4		
Kepler-436	0	1	2	transit	None	None	0.152	16.79713874	+44 24 43.4	None	
Kepler-437	0	1	1	transit	None	None	0.191	66.65062	+44 01 37.0		
Kepler-438	0	1	1	transit	None	None	0.100	35.23319	+41 57 03.9		
Kepler-439	1	1	1	transit	None	None	0.200	178.1396	+44 02 02.4		
Kepler-440	1	1	1	transit	None	None	0.166	101.11141	+41 27 07.9		
Kepler-441	0	1	1	transit	None	None	0.146	207.2482	+49 00 45.2		
Kepler-442	1	1	1	transit	None	None	0.120	112.3053	+39 16 48.3		
Kepler-443	1	1	1	transit	None	None	0.208	177.6693	+49 58 07.1		
Kepler-444	0	1	5	transit	None	None	0.036726	3.6001053	+41 38 04.5682	0.16	
Kepler-444	0	1	5	transit	None	None	0.045292	4.5458841	+41 38 04.5682	0.31	
Kepler-444	0	1	5	transit	None	None	0.048299	6.189392	+41 38 04.5682	0.18	
Kepler-444	0	1	5	transit	None	None	0.049757	7.743493	+41 38 04.5682	0.1	
Kepler-444	0	1	5	transit	None	None	0.067528	9.740486	+41 38 04.5682	0.29	
Kepler-445	0	1	3	transit	None	None	1.58	2.984151	+46 29 55.08	None	
Kepler-445	0	1	3	transit	None	None	2.51	4.871229	+46 29 55.08	None	
Kepler-445	0	1	3	transit	None	None	1.25	8.15275	+46 29 55.08	None	
Kepler-446	2	1	3	transit	None	None	1.50	1.565409	+44 55 15.99	None	
Kepler-446	2	1	3	transit	None	None	1.11	3.036179	+44 55 15.99	None	
Kepler-446	2	1	3	transit	None	None	1.35	5.148921	+44 55 15.99	None	
Kepler-447	0	1	1	transit	None	None	1.65	7.79430132	+48 33 36.05	0.123	
Kepler-44	0	1	1	transit	None	None	1.24	3.2467293	+45 45 44		
Kepler-45	0	1	1	transit	774.0	None	0.96	2.455239	+41 03 51	0.11	
Kepler-46	0	1	3	transit	543	None	0.65705	33.601528	+42 36 15	0.010	
Kepler-46	0	1	3	transit	455	None	None	57.011	+42 36 15	0.015	
Kepler-46	0	1	3	transit	793	None	0.14945	6.766589	+42 36 15	None	
Kepler-47	0	2	2	transit	448.8	None	0.27156828	49.514	+46 55 13		
Kepler-47	0	2	2	transit	245.3	None	0.42011066	303.158	+46 55 13		
Kepler-48	0	1	4	transit	None	None	0.195019	4.7779803	+40 56 56	None	
Kepler-48	0	1	4	transit	None	None	0.286149	9.6739283	+40 56 56	None	
Kepler-48	0	1	4	transit	None	None	0.185906	42.8961	+40 56 56	None	
Kepler-48	0	1	4	RV	None	None	None	982	+40 56 56	None	
Kepler-49	0	1	4	transit	None	None	0.21416	7.203871	+40 35 30	None	
Kepler-49	0	1	4	transit	None	None	0.18773	10.912732	+40 35 30	None	
Kepler-49	0	1	4	transit	None	None	0.14581	2.576549	+40 35 30	None	
Kepler-49	0	1	4	transit	None	None	0.14216	18.596108	+40 35 30	None	
Kepler-4	0	1	1	transit	1474.7	None	0.357	3.21346	+50 08 09	0.0	
Kepler-50	0	1	2	transit	None	None	0.155832	7.81254	+50 02 01	None	
Kepler-50	0	1	2	transit	None	None	0.1977527	9.37647	+50 02 01	None	
Kepler-51	0	1	3	transit	None	None	0.642469	45.155314	+49 56 15	None	
Kepler-51	0	1	3	transit	None	None	0.520354	85.31644	+49 56 15	None	
Kepler-51	0	1	3	transit	381.0	None	0.91130	130.178058	+49 56 15	None	
Kepler-52	1	1	3	transit	None	None	0.15583	16.384888	+49 58 32	None	
Kepler-52	1	1	3	transit	None	None	0.21324	7.877407	+49 58 32	None	
Kepler-52	1	1	3	transit	None	None	0.17770	36.445171	+49 58 32	None	
Kepler-53	0	1	3	transit	None	None	0.25608	18.649113	+40 33 44	None	
Kepler-53	0	1	3	transit	None	None	0.19320	9.751962	+40 33 44	None	
Kepler-53	0	1	3	transit	None	None	0.33992	38.558585	+40 33 44	None	
Kepler-54	1	1	3	transit	None	None	0.18864	8.010260	+43 03 22	None	
Kepler-54	1	1	3	transit	None	None	0.15948	12.072389	+43 03 22	None	
Kepler-54	1	1	3	transit	None	None	0.13943	20.995694	+43 03 22	None	
Kepler-55	1	1	5	transit	None	None	0.14490	2.211099	+44 01 35	None	
Kepler-55	1	1	5	transit	None	None	0.19684	27.953314	+44 01 35	None	
Kepler-55	1	1	5	transit	None	None	0.18864	42.142596	+44 01 35	None	
Kepler-55	1	1	5	transit	None	None	0.14125	4.617534	+44 01 35	None	
Kepler-55	1	1	5	transit	None	None	0.14490	10.198545	+44 01 35	None	
Kepler-56	1	1	3	transit	None	None	0.581	10.51057	+41 52 18.7	None	
Kepler-56	1	1	3	transit	None	None	0.874	21.40239	+41 52 18.7	None	
Kepler-56	1	1	3	RV	None	None	None	None	+41 52 18.7	0.4	
Kepler-57	0	1	2	transit	None	None	0.199575	5.7293196	+44 39 25	None	
Kepler-57	0	1	2	transit	None	None	0.141252	11.6092567	+44 39 25	None	
Kepler-58	0	1	3	transit	None	None	0.25699	10.218558	+39 06 54	None	
Kepler-58	0	1	3	transit	None	None	0.24241	54.155743	+39 06 54	None	
Kepler-58	0	1	3	transit	None	None	0.26792	40.101371	+39 06 54	None	
Kepler-59	0	1	2	transit	None	None	0.100243	11.8681707	+46 38 24	None	
Kepler-59	0	1	2	transit	None	None	0.180438	17.9801235	+46 38 24	None	
Kepler-5	0	1	1	transit	1652.1	None	1.431	3.548460	+44 02 06	0.0	
Kepler-60	0	1	3	transit	None	None	0.207777	7.1316185	+45 47 20	None	
Kepler-60	0	1	3	transit	None	None	0.225092	8.9193459	+45 47 20	None	
Kepler-60	0	1	3	transit	None	None	0.232382	11.9016171	+45 47 20	None	
Kepler-61	0	1	1	transit	273	None	0.19593013	59.87756	+42 28 31		
Kepler-62	2	1	5	transit	750	None	0.1193806	5.714932	+45 20 59	None	
Kepler-62	2	1	5	transit	578	None	0.049210359	12.4417	+45 20 59	None	
Kepler-62	2	1	5	transit	510	None	0.1777040	18.16406	+45 20 59	None	
Kepler-62	2	1	5	transit	270	None	0.14671977	122.3874	+45 20 59	None	
Kepler-62	2	1	5	transit	208	None	0.12849371	267.291	+45 20 59	None	
Kepler-63	0	1	1	transit	None	None	0.556806	9.4341505	+49 32 54		
Kepler-65	0	1	3	transit	None	None	0.12940502	2.154910	+41 09 04	None	
Kepler-65	0	1	3	transit	None	None	0.2351161	5.859944	+41 09 04	None	
Kepler-65	0	1	3	transit	None	None	0.1385180	8.13123	+41 09 04	None	
Kepler-66	0	1	1	transit	None	None	0.255165	17.815815	+46 41 16	None	
Kepler-67	0	1	1	transit	None	None	0.267923	15.72590	+46 09 59	None	
Kepler-68	1	1	3	transit	1280	None	0.2105109	5.398763	+49 02 25	0.0	
Kepler-68	1	1	3	transit	None	None	0.0868471	9.605085	+49 02 25	None	
Kepler-68	1	1	3	RV	None	None	None	580	+49 02 25	0.18	
Kepler-69	1	1	2	transit	779	None	0.2041318	13.722341	+44 52 08	0.16	
Kepler-69	1	1	2	transit	299	None	0.1558328	242.4613	+44 52 08	0.14	
Kepler-6	0	1	1	transit	1374.1	None	1.323	3.234723	+48 14 24	0.0	
Kepler-71	0	1	1	transit	1046.2	None	1.06622	3.9050814125	+46 17 09	None	
Kepler-74	0	1	1	transit	None	None	0.96	7.340711	+41 21 20	0	
Kepler-75	0	1	1	transit	None	None	1.05	8.8849116	+36 34 39	0.570	
Kepler-76	0	1	1	transit	None	None	1.25	1.54492875	+39 37 08	None	
Kepler-77	0	1	1	transit	1189.0	None	0.96	3.5787087	+44 20 44	None	
Kepler-79	0	1	4	transit	None	None	0.69168	52.090590	+44 22 53.44	None	
Kepler-79	0	1	4	transit	None	None	0.35450	27.401994	+44 22 53.44	None	
Kepler-79	0	1	4	transit	None	None	0.33171	13.484686	+44 22 53.44	None	
Kepler-79	0	1	4	transit	None	None	0.30620	81.065298	+44 22 53.44	None	
Kepler-7	0	1	1	transit	1486.8	None	1.614	4.885525	+41 05 23	0.1	
Kepler-80	0	1	4	transit	None	None	0.24241	7.053458	+39 58 43	None	
Kepler-80	0	1	4	transit	None	None	0.25972	9.521772	+39 58 43	None	
Kepler-80	0	1	4	transit	None	None	0.15857	3.072186	+39 58 43	None	
Kepler-80	0	1	4	transit	None	None	0.14945	4.645387	+39 58 43	None	
Kepler-81	0	1	3	transit	None	None	0.22874	5.954880	+42 49 29	None	
Kepler-81	0	1	3	transit	None	None	0.18317	12.039956	+42 49 29	None	
Kepler-81	0	1	3	transit	None	None	0.11027	20.837846	+42 49 29	None	
Kepler-82	0	1	4	transit	None	None	0.37455	26.443794	+42 57 58	None	
Kepler-82	0	1	4	transit	None	None	0.51397	51.531855	+42 57 58	None	
Kepler-82	0	1	4	transit	None	None	0.22509	5.902206	+42 57 58	None	
Kepler-82	0	1	4	transit	None	None	0.16130	2.382961	+42 57 58	None	
Kepler-83	0	1	3	transit	None	None	0.23056	9.770469	+43 39 56	None	
Kepler-83	0	1	3	transit	None	None	0.17679	5.169796	+43 39 56	None	
Kepler-83	0	1	3	transit	None	None	0.20960	20.090227	+43 39 56	None	
Kepler-84	0	1	5	transit	None	None	0.22509	8.725818	+40 29 45	None	
Kepler-84	0	1	5	transit	None	None	0.25152	12.882779	+40 29 45	None	
Kepler-84	0	1	5	transit	None	None	0.23694	27.434389	+40 29 45	None	
Kepler-84	0	1	5	transit	None	None	0.12576	4.224537	+40 29 45	None	
Kepler-84	0	1	5	transit	None	None	0.20049	44.552169	+40 29 45	None	
Kepler-85	0	1	4	transit	None	None	0.16768	8.305738	+45 17 25	None	
Kepler-85	0	1	4	transit	None	None	0.20778	12.512598	+45 17 25	None	
Kepler-85	0	1	4	transit	None	None	0.10936	17.913230	+45 17 25	None	
Kepler-85	0	1	4	transit	None	None	0.11574	25.216751	+45 17 25	None	
Kepler-87	0	1	2	transit	478.1	None	1.229348	114.7309	+46 57 54	0.036	
Kepler-87	0	1	2	transit	403.3	None	0.559540	192.363	+46 57 54	0.039	
Kepler-89	0	1	4	transit	1486	None	0.1558328	3.743208	+41 53 28	0.25	
Kepler-89	0	1	4	transit	1012	None	0.39368287	10.423648	+41 53 28	0.43	
Kepler-89	0	1	4	transit	806	None	1.0270384	22.3429890	+41 53 28	0.022	
Kepler-89	0	1	4	transit	584	None	0.59781473	54.32031	+41 53 28	0.019	
Kepler-8	0	1	1	transit	1519.5	None	1.419	3.52254	+42 27 04	0.0	
Kepler-90	1	1	7	transit	None	None	1.029772	331.60059	+49 18 19	None	
Kepler-90	1	1	7	transit	None	None	0.738155	210.60697	+49 18 19	None	
Kepler-90	1	1	7	transit	None	None	0.262455	124.9144	+49 18 19	None	
Kepler-90	1	1	7	transit	None	None	0.242407	91.93913	+49 18 19	None	
Kepler-90	1	1	7	transit	None	None	0.261544	59.73667	+49 18 19	None	
Kepler-90	1	1	7	transit	None	None	0.108445	8.719375	+49 18 19	None	
Kepler-90	1	1	7	transit	None	None	0.119381	7.008151	+49 18 19	None	
Kepler-91	0	1	1	transit	None	None	1.40	6.24668005	+44 07 00	0.0519	
Kepler-93	1	1	2	transit	None	None	0.1319	4.72673978	+38 40 20.450	0	
Kepler-93	1	1	2	RV	None	None	None		+38 40 20.450	None	
Kepler-94	0	1	2	transit	None	None	0.319867	2.50806	+47 29 49	None	
Kepler-94	0	1	2	RV	None	None	None	820.3	+47 29 49	None	
Kepler-95	0	1	1	transit	None	None	0.311666	11.5231	+44 23 52	None	
Kepler-96	0	1	1	transit	None	None	0.243318	16.2385	+40 31 30	None	
Kepler-97	1	1	2	transit	None	None	0.134873	2.58664	+48 40 24	None	
Kepler-97	1	1	2	RV	None	None	None		+48 40 24	None	
Kepler-98	0	1	1	transit	None	None	0.181349	1.54168	+37 57 52	None	
Kepler-99	0	1	1	transit	None	None	0.134873	4.60358	+41 18 00	None	
Kepler-9	0	1	3	transit	707.2	None	1.011544678	19.22418	+38 24 03	0.0626	
Kepler-9	0	1	3	transit	557.9	None	0.9750926178	39.03106	+38 24 03	0.0684	
Kepler-9	0	1	3	transit	1601.5	None	0.147	1.592851	+38 24 03	None	
KIC_10001893	0	1	3	imaging	None	None	None	0.2197	+46 59 04.16	None	
KIC_10001893	0	1	3	imaging	None	None	None	0.3253	+46 59 04.16	None	
KIC_10001893	0	1	3	imaging	None	None	None	0.8116	+46 59 04.16	None	
KIC_10905746	0	1	1	transit	None	None	0.237	9.8844	+48 23 28	None	
KIC_6185331	0	1	1	transit	None	None	0.72	49.76971	+41 32 06	None	
KIC_8435766	0	1	1	transit	None	None	0.109356	0.35500744	+44 26 54.28	None	
KIC_9632895	0	2	1	transit	None	None	0.561818	240.503	+46 22 42	0.0379	
KOI-1194	0	1	3	transit	None	None	0.108	4.176	+38 38 20.9	None	
KOI-1194	0	1	3	transit	None	None	0.234	8.708	+38 38 20.9	None	
KOI-1194	0	1	3	transit	None	None	0.184	14.8622932	+38 38 20.9	None	
KOI-1257	0	2	1	transit	511	None	0.94	86.647661	+44 55 38	0.772	
KOI-1299	0	2	2	transit	None	None	1.120	52.50097	+48 17 09.2	0.535	
KOI-1299	0	2	2	RV	None	None	None	406.2	+48 17 09.2	0.498	
KOI-12	0	1	1	transit	None	None	1.44	17.8552332	+41 00 39.56	None	
KOI-135	0	1	1	transit	None	None	1.09	3.02409309	+46 40 06	0.017	
KOI-142	0	1	2	transit	791.0	None	0.37647	10.9542	+40 40 09	0.0561	
KOI-142	0	1	2	timing	None	None	None	22.1	+40 40 09	0.05628	
KOI-1474	1	1	2	transit	None	None	0.964	69.7546	+51 11 05.2	0.833	
KOI-1474	1	1	2	timing	None	None	None	675.47	+51 11 05.2	0.184	
KOI-1612	0	1	1	transit	None	None	0.073	2.46502	+48 25 23	None	
KOI-1781	0	1	3	transit	None	None	0.168	3.00516	+49 31 23.7	0.00	
KOI-1781	0	1	3	transit	None	None	0.289	7.83445	+49 31 23.7	0.00	
KOI-1781	0	1	3	transit	None	None	0.233	58.02125	+49 31 23.7	0.00	
KOI-183	0	1	1	transit	1605	None	1.192	2.68432850	+46 23 28	0.019	
KOI-1843	0	1	3	transit	None	None	0.054	0.1768913	+40 13 14.7	None	
KOI-1843	0	1	3	transit	None	None	0.114	4.194525	+40 13 14.7	None	
KOI-1843	0	1	3	transit	None	None	0.071	6.356006	+40 13 14.7	None	
KOI-1860	0	1	4	transit	None	None	0.221	6.319	+39 13 38.2	None	
KOI-1860	0	1	4	transit	None	None	0.227	12.209	+39 13 38.2	None	
KOI-1860	0	1	4	transit	None	None	0.150	3.076452083	+39 13 38.2	None	
KOI-1860	0	1	4	transit	None	None	0.131	24.8435099	+39 13 38.2	None	
KOI-1873	0	1	2	transit	None	None	0.20960	34.921	+40 00 30	None	
KOI-1873	0	1	2	transit	None	None	0.49210	71.312	+40 00 30	None	
KOI-188	0	1	1	transit	1070	None	0.978	3.79701816	+40 34 04		
KOI-1894	0	1	1	transit	None	None	0.66	5.28789787	+49 47 51.18	0	
KOI-192	0	1	1	transit	1100	None	1.23	10.2909940	+43 42 18		
KOI-195	0	1	1	transit	1300	None	1.09	3.21751883	+49 28 24		
KOI-206	0	1	1	transit	1776	None	1.45	5.33408384	+40 58 38.17	None	
KOI-2113	0	1	2	transit	None	None	0.206	12.331	+42 46 46.9	None	
KOI-2113	0	1	2	transit	None	None	0.241	15.943	+42 46 46.9	None	
KOI-2672	0	1	2	transit	413	None	0.482991	88.516580	+48 58 39	None	
KOI-2672	0	1	2	transit	525	None	0.318956	42.990660	+48 58 39	None	
KOI-285	0	1	3	transit	934	None	0.314	13.749	+41 33 47	None	
KOI-285	0	1	3	transit	748	None	0.233	26.723	+41 33 47	None	
KOI-285	0	1	3	transit	608.0	None	0.16768	49.358990000000	+41 33 47	None	
KOI-314	0	1	3	transit	446.0	None	0.146720	13.78164	+43 17 34	0.050	
KOI-314	0	1	3	transit	376.0	None	0.146720	23.08933	+43 17 34	None	
KOI-314	0	1	3	transit	None	None	0.05559	10.312364	+43 17 34	None	
KOI-341	0	1	2	transit	None	None	0.153	4.7	+48 14 39.7	None	
KOI-341	0	1	2	transit	None	None	0.268	7.171	+48 14 39.7	None	
